platform,product_id,old_quantity,new_quantity,difference,run_timestamp,stock_AS-PL,stock_Abakus,stock_Airstal,stock_JPGROUP,stock_NTY,stock_Primeturbo,stock_Storm,stock_eminia trading
TIELEHABERDER,A0073PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0073SR,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0074,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0074PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0075,3,7,4,20250812_135901,7,0,0,0,0,0,0,0
TIELEHABERDER,A0076,3,7,4,20250812_135901,7,0,0,0,0,0,0,0
TIELEHABERDER,A0077,3,8,5,20250812_135901,8,0,0,0,0,0,0,0
TIELEHABERDER,A0078,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0079,3,5,2,20250812_135901,5,0,0,0,0,0,0,0
TIELEHABERDER,A0080,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0081,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0087,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0094,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0095,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0096,3,7,4,20250812_135901,7,0,0,0,0,0,0,0
TIELEHABERDER,A0100,3,2,-1,20250812_135901,2,0,0,0,0,0,0,0
TIELEHABERDER,A0101,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0103,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0104,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0107,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0108,3,7,4,20250812_135901,7,0,0,0,0,0,0,0
TIELEHABERDER,A0109,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0110,3,1,-2,20250812_135901,1,0,0,0,0,0,0,0
TIELEHABERDER,A0111,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0113,3,4,1,20250812_135901,4,0,0,0,0,0,0,0
TIELEHABERDER,A0114,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0116,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0117,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0118,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0119,3,6,3,20250812_135901,6,0,0,0,0,0,0,0
TIELEHABERDER,A0120,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0120S,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0121PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0122,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0122PR,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0122SR,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0124,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0125,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
